id,NAME,serial,computermodels_ID,computerTypes_ID,manufacturers_ID,States_ID,UUID
1000,"P15-14","BQB965J",16,3,2,1,"P15-14-2014-06-16-16-25-25"
1028,"318-03","CZC2361LKK",4,5,3,1,"318-03-2014-06-30-11-57-30"
1030,"318-06","CZC2361LL7",4,5,3,1,"318-06-2014-06-30-11-58-08"
1031,"318-08","CZC2361LKN",4,5,3,1,"318-08-2014-06-30-12-00-32"
1032,"318-01","CZC2361LKV",4,5,3,1,"318-01-2014-06-30-12-02-10"
1033,"318-05","CZC2361LL4",4,5,3,1,"318-05-2014-06-30-12-05-50"
1034,"318-07","CZC2361LLH",4,5,3,1,"318-07-2014-06-30-12-07-40"
1035,"318-02","CZC2361LL2",4,5,3,1,"318-02-2014-06-30-12-07-44"
1036,"318-04","CZC2361LLD",4,5,3,1,"318-04-2014-06-30-14-57-44"
1037,"316-06","CZC2361LKZ",4,5,3,1,"316-06-2014-06-30-15-02-53"
1038,"316-03","CZC2361LKW",4,5,3,1,"316-03-2014-06-30-15-13-32"
1067,"310-06","CZC2058SSK",4,5,3,1,"310-06-2014-07-08-10-06-23"
1068,"310-02","CZC2058SSS",4,5,3,1,"310-02-2014-07-08-10-07-20"
1070,"310-01","czc2058ST3",14,5,3,1,"310-01-2014-07-08-10-07-52"
1071,"312-08","CZC2058SSJ",4,5,3,1,"312-08-2014-07-08-10-08-20"
1072,"312-02","CZC2058ST2",4,5,3,1,"312-02-2014-07-08-10-08-36"
1073,"312-03","CZC2058SST",4,5,3,1,"312-03-2014-07-08-10-08-49"
1074,"310-08","CZC2058ST0",4,5,3,1,"310-08-2014-07-08-10-08-51"
1075,"312-05","CZC2058SSQ",4,5,3,1,"312-05-2014-07-08-10-10-02"
1076,"310-03","czc2058ssd",14,5,3,1,"310-03-2014-07-08-10-10-16"
1077,"310-07","CZC2058SSF",4,5,3,1,"310-07-2014-07-08-10-10-29"
1078,"312-04","CZC2058SSP",4,5,3,1,"312-04-2014-07-08-10-10-39"
1079,"312-07","CZC2058SSY",4,5,3,1,"312-07-2014-07-08-10-11-46"
1080,"312-06","CZC2058SSG",4,5,3,1,"312-06-2014-07-08-10-11-50"
1081,"312-01","CZC2058SSX",4,5,3,1,"312-01-2014-07-08-10-12-29"
1083,"310-04","CZC2058SSR",4,5,3,1,"310-04-2014-07-08-15-12-26"
1085,"316-08","CZC2361LL3",4,5,3,1,"316-08-2014-09-02-23-05-32"
1087,"310-05","CZC2058SSZ",4,5,3,1,"310-05-2014-07-08-10-07-45"
1088,"331-01","CZC7350ZDX",8,5,3,1,"331-01-2014-09-05-16-10-22"
1089,"316-07","CZC2361LLJ",4,5,3,1,"316-07-2014-09-09-09-31-41"
1090,"316-02","CZC2361LL6",4,5,3,1,"316-02-2014-09-10-09-10-14"
1091,"316-01","CZC2361LKX",4,5,3,1,"316-01-2014-09-12-03-00-19"
1093,"313-07","CZC8266Y9F",9,5,3,1,"313-07-2014-09-15-11-15-37"
1094,"servGestParc",NULL,1,1,1,1,"servGestParc-2014-10-25-14-10-30"
1095,"servShinken",NULL,1,1,1,1,"servShinken-2014-10-25-12-15-39"
1096,"servDNS",NULL,1,1,1,1,"servDNS-2014-10-25-12-19-20"
1097,"servProfSISR",NULL,1,1,1,1,"servProfSISR-2014-10-25-12-21-27"
1098,"servProfSLAM",NULL,1,1,1,1,"servProfSLAM-2014-10-25-14-22-37"
1099,"servDevWeb",NULL,1,1,1,1,"servDevWeb-2014-10-25-14-26-04"
